query_name,id,display_name,works_api_url,h_index,works_count,country_code,matched,error
Markus Bo Pettersson,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Markus+Bo+Pettersson&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Markus Buehner,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Markus+Buehner&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Markus Strohmaier,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Markus+Strohmaier&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Marlene Lutz,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Marlene+Lutz&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Marshall Van Alstyne,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Marshall+Van+Alstyne&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Marta C. Gonzalez,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Marta+C.+Gonzalez&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Marten Appel,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Marten+Appel&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Martin Arvidsson,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Martin+Arvidsson&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Martin Brohol Trans,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Martin+Brohol+Trans&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Martin Hilbert,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Martin+Hilbert&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Martin Saveski,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Martin+Saveski&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Martina Contisciani,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Martina+Contisciani&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Marton Karsai,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Marton+Karsai&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Martí Medina-Hernández,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mart%C3%AD+Medina-Hern%C3%A1ndez&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Marzyeh Ghassemi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Marzyeh+Ghassemi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
María Reneses Botija,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mar%C3%ADa+Reneses+Botija&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Masahiro Takamura,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Masahiro+Takamura&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Masaki Chujyo,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Masaki+Chujyo&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Massimiliano Luca,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Massimiliano+Luca&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Massimo Airoldi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Massimo+Airoldi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mateusz Nurek,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mateusz+Nurek&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mathias Allemand,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mathias+Allemand&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mathias Angermaier,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mathias+Angermaier&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mathias Humbert,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mathias+Humbert&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mathias Wullum Nielsen,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mathias+Wullum+Nielsen&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mathieu Génois,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mathieu+G%C3%A9nois&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mathijs de Vaan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mathijs+de+Vaan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matias Piqueras,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matias+Piqueras&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matilda Hellman,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matilda+Hellman&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matt DeButts,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matt+DeButts&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matteo Cinelli,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matteo+Cinelli&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matteo Devigili,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matteo+Devigili&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matteo Magnani,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matteo+Magnani&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mattes Ruckdeschel,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mattes+Ruckdeschel&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matthew A. Turner,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matthew+A.+Turner&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matthew Curtis,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matthew+Curtis&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matthew D. Rocklage,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matthew+D.+Rocklage&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matthew DeVerna,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matthew+DeVerna&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matthew G. Burgess,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matthew+G.+Burgess&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matthew Groh,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matthew+Groh&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matthew Hornsey,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matthew+Hornsey&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Matti Nelimarkka,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Matti+Nelimarkka&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mauricio Bucca,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mauricio+Bucca&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mauro Martinelli,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mauro+Martinelli&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mauro Martino,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mauro+Martino&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Max Falkenberg,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Max+Falkenberg&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Max Pellert,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Max+Pellert&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Max R. P. Grossmann,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Max+R.+P.+Grossmann&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Maxime Crépel,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Maxime+Cr%C3%A9pel&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Maximilian Bergmann,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Maximilian+Bergmann&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Maximilian Kreutner,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Maximilian+Kreutner&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Maximilian Noichl,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Maximilian+Noichl&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Maximilian Pickartz,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Maximilian+Pickartz&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Maximilian Schich,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Maximilian+Schich&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Maël Lecoursonnais,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ma%C3%ABl+Lecoursonnais&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Megan Brown,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Megan+Brown&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Melanie Oyarzun,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Melanie+Oyarzun&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Melody Sepahpour-Fard,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Melody+Sepahpour-Fard&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Melody Yu,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Melody+Yu&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Merce Crosas,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Merce+Crosas&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Meryl Ye,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Meryl+Ye&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Amsler,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Amsler&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Bailey,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Bailey&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Howes,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Howes&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Jiang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Jiang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Maes,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Maes&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Patrick McGreevy,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Patrick+McGreevy&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Quayle,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Quayle&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael S. Bernstein,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+S.+Bernstein&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Szell,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Szell&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Tiemann,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Tiemann&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michael Yeomans,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michael+Yeomans&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michail Chatzianastasis,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michail+Chatzianastasis&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michalina Janik,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michalina+Janik&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michalis Vazirgiannis,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michalis+Vazirgiannis&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michele Starnini,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michele+Starnini&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michele Tizzoni,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michele+Tizzoni&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michele d'Errico,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michele+d%27Errico&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Michelle Horváth,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Michelle+Horv%C3%A1th&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Miguel Escobar Varela,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Miguel+Escobar+Varela&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mihály Fazekas,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mih%C3%A1ly+Fazekas&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Miia Bask,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Miia+Bask&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mikael Bask,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mikael+Bask&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mike Conway,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mike+Conway&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mikhail Tamm,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mikhail+Tamm&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mikko Kivelä,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mikko+Kivel%C3%A4&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mila Oiva,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mila+Oiva&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Milena Tsvetkova,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Milena+Tsvetkova&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Miner Ye,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Miner+Ye&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mingmeng Geng,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mingmeng+Geng&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Mingmin Feng,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Mingmin+Feng&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
